deal No,dummy,dummy,dateTime,The number of Product A bought ,The number of Product B bought 
3287,-,-,5/28/2021,2710 ,176 
3288,-,-,5/29/2021,2710 ,176 
3289,-,-,5/30/2021,2710 ,176 
3290,-,-,05 March 2021,2710 ,176 
3291,-,-,05 April 2021,2710 ,176 
3292,-,-,05 May 2021,2710 ,176 
3293,-,-,05 June 2021,2710 ,176 
3294,-,-,05 November 2021,2710 ,176 
3295,-,-,05 December 2021,2710 ,176 
3296,-,-,5/19/2021,2710 ,176 
3297,-,-,5/26/2021,2710 ,176 
3298,-,-,5/27/2021,2710 ,176 
3299,-,-,05 August 2021,2710 ,176 
3300,-,-,05 September 2021,2710 ,176 
3301,-,-,5/16/2021,2710 ,176 
3302,-,-,5/17/2021,2710 ,176 
3303,-,-,5/24/2021,2710 ,176 
3304,-,-,5/30/2021,2710 ,176 
3305,-,-,05 April 2021,2710 ,176 
3306,-,-,05 May 2021,2710 ,176 
3307,-,-,05 December 2021,2710 ,176 
3308,-,-,5/13/2021,2710 ,176 
3309,-,-,5/19/2021,2710 ,176 
3310,-,-,5/26/2021,2710 ,176 
3311,-,-,5/27/2021,2710 ,176 
3312,-,-,05 June 2021,2710 ,176 
3313,-,-,5/13/2021,2710 ,176 
3314,-,-,5/19/2021,2710 ,176 
3315,-,-,5/20/2021,2710 ,176 
3316,-,-,5/27/2021,2710 ,176 
3317,-,-,5/28/2021,2710 ,176 
3318,-,-,05 January 2021,2710 ,176 
3319,-,-,05 August 2021,2710 ,176 
3320,-,-,05 September 2021,2710 ,176 
3321,-,-,5/15/2021,2710 ,176 
3322,-,-,5/16/2021,2710 ,176 
3323,-,-,5/17/2021,2710 ,176 
3324,-,-,05 June 2021,2710 ,176 
3325,-,-,05 July 2021,2710 ,176 
3326,-,-,05 December 2021,2710 ,176 
3327,-,-,5/13/2021,2710 ,176 
3328,-,-,5/25/2021,2710 ,176 
3329,-,-,5/26/2021,2710 ,176 
3330,-,-,5/18/2021,2710 ,176 
3331,-,-,5/19/2021,2710 ,176 
3332,-,-,5/21/2021,2710 ,176 
3333,-,-,05 May 2021,2710 ,176 
3334,-,-,05 June 2021,2710 ,176 
3335,-,-,5/15/2021,2710 ,176 
3336,-,-,5/16/2021,2710 ,176 
3337,-,-,5/19/2021,2710 ,176 
3338,-,-,5/20/2021,2710 ,176 
3339,-,-,5/28/2021,2710 ,176 
3340,-,-,5/29/2021,2710 ,176 
3341,-,-,5/30/2021,2710 ,176 
3342,-,-,05 April 2021,2710 ,176 
3343,-,-,05 May 2021,2710 ,176 
3344,-,-,05 December 2021,2710 ,176 
3345,-,-,5/13/2021,2710 ,176 
3346,-,-,5/20/2021,2710 ,176 
3347,-,-,5/21/2021,2710 ,176 
3348,-,-,5/30/2021,2710 ,176 
3349,-,-,5/31/2021,2710 ,176 
3350,-,-,05 March 2021,2710 ,176 
3351,-,-,05 September 2021,2710 ,176 
3352,-,-,05 October 2021,2710 ,176 
3353,-,-,05 November 2021,2710 ,176 
3354,-,-,5/16/2021,2710 ,176 
3355,-,-,5/24/2021,2710 ,176 
3356,-,-,5/25/2021,2710 ,176 
3357,-,-,5/30/2021,2710 ,176 
3358,-,-,5/31/2021,2710 ,176 
3359,-,-,05 January 2021,2710 ,176 
3360,-,-,5/19/2021,2710 ,176 
3361,-,-,5/20/2021,2710 ,176 
3362,-,-,5/22/2021,2710 ,176 
3363,-,-,05 October 2021,2710 ,176 
3364,-,-,05 November 2021,2710 ,176 
3365,-,-,5/16/2021,2710 ,176 
3366,-,-,5/17/2021,2710 ,176 
3367,-,-,5/20/2021,2710 ,176 
3368,-,-,5/21/2021,2710 ,176 
3369,-,-,5/27/2021,2710 ,176 
3370,-,-,5/28/2021,2710 ,176 
3371,-,-,05 May 2021,2710 ,176 
3372,-,-,05 June 2021,2710 ,176 
3373,-,-,05 November 2021,2710 ,176 
3374,-,-,05 December 2021,2710 ,176 
3375,-,-,5/19/2021,2710 ,176 
3376,-,-,5/20/2021,2710 ,176 
3377,-,-,05 August 2021,2710 ,176 
3378,-,-,05 September 2021,2710 ,176 
3379,-,-,5/14/2021,2710 ,176 
3380,-,-,5/15/2021,2710 ,176 
3381,-,-,5/21/2021,2710 ,176 
3382,-,-,5/22/2021,2710 ,176 
3383,-,-,5/28/2021,2710 ,176 
3384,-,-,5/29/2021,2710 ,176 
3385,-,-,05 January 2021,2710 ,176 
3386,-,-,05 February 2021,2710 ,176 
3387,-,-,05 August 2021,2710 ,176 
3388,-,-,05 September 2021,2710 ,176 
3389,-,-,5/15/2021,2710 ,176 
3390,-,-,5/16/2021,2710 ,176 
3391,-,-,5/23/2021,2710 ,176 
3392,-,-,5/30/2021,2710 ,176 
3393,-,-,05 April 2021,2710 ,176 
3394,-,-,05 May 2021,2710 ,176 
3395,-,-,05 October 2021,2710 ,176 
3396,-,-,05 November 2021,2710 ,176 
3397,-,-,5/17/2021,2710 ,176 
3398,-,-,5/18/2021,2710 ,176 
3399,-,-,5/25/2021,2710 ,176 
3400,-,-,5/31/2021,2710 ,176 
3401,-,-,05 June 2021,2710 ,176 
3402,-,-,05 July 2021,2710 ,176 
3403,-,-,5/13/2021,2710 ,176 
3404,-,-,5/14/2021,2710 ,176 
3405,-,-,5/21/2021,2710 ,176 
3406,-,-,5/28/2021,2710 ,176 
3407,-,-,5/29/2021,2710 ,176 
3408,-,-,05 April 2021,2710 ,176 
3409,-,-,05 May 2021,2710 ,176 
3410,-,-,5/14/2021,2710 ,176 
3411,-,-,5/15/2021,2710 ,176 
3412,-,-,5/20/2021,2710 ,176 
3413,-,-,5/21/2021,2710 ,176 
3414,-,-,5/27/2021,2710 ,176 
3415,-,-,5/28/2021,2710 ,176 
3416,-,-,05 February 2021,2710 ,176 
3417,-,-,05 March 2021,2710 ,176 
3418,-,-,05 April 2021,2710 ,176 
3419,-,-,05 May 2021,2710 ,176 
3420,-,-,05 November 2021,2710 ,176 
3421,-,-,5/21/2021,2710 ,176 
3422,-,-,5/22/2021,2710 ,176 
3423,-,-,05 July 2021,2710 ,176 
3424,-,-,5/14/2021,2710 ,176 
3425,-,-,5/15/2021,2710 ,176 
3426,-,-,5/16/2021,2710 ,176 
3427,-,-,5/22/2021,2710 ,176 
3428,-,-,5/23/2021,2710 ,176 
3429,-,-,5/29/2021,2710 ,176 
3430,-,-,05 January 2021,2710 ,176 
3431,-,-,5/14/2021,2710 ,176 
3432,-,-,5/17/2021,2710 ,176 
3433,-,-,5/18/2021,2710 ,176 
3434,-,-,5/23/2021,2710 ,176 
3435,-,-,5/29/2021,2710 ,176 
3436,-,-,5/30/2021,2710 ,176 
3437,-,-,05 January 2021,2710 ,176 
3438,-,-,05 February 2021,2710 ,176 
3439,-,-,05 May 2021,2710 ,176 
3440,-,-,05 June 2021,2710 ,176 
3441,-,-,5/16/2021,2710 ,176 
3442,-,-,5/17/2021,2710 ,176 
3443,-,-,5/20/2021,2710 ,176 
3444,-,-,5/21/2021,2710 ,176 
3445,-,-,5/27/2021,2710 ,176 
3446,-,-,5/28/2021,2710 ,176 
3447,-,-,05 January 2021,2710 ,176 
3448,-,-,05 February 2021,2710 ,176 
3449,-,-,05 June 2021,2710 ,176 
3450,-,-,05 July 2021,2710 ,176 
3451,-,-,5/14/2021,2710 ,176 
3452,-,-,5/18/2021,2710 ,176 
3453,-,-,5/19/2021,2710 ,176 
3454,-,-,5/26/2021,2710 ,176 
3455,-,-,5/27/2021,2710 ,176 
3456,-,-,05 April 2021,2710 ,176 
3457,-,-,05 May 2021,2710 ,176 
3458,-,-,05 November 2021,2710 ,176 
3459,-,-,05 December 2021,2710 ,176 
3460,-,-,5/18/2021,2710 ,176 
3461,-,-,5/19/2021,2710 ,176 
3462,-,-,5/25/2021,2710 ,176 
3463,-,-,5/26/2021,2710 ,176 
3464,-,-,05 February 2021,2710 ,176 
3465,-,-,05 March 2021,2710 ,176 
3466,-,-,05 September 2021,2710 ,176 
3467,-,-,05 October 2021,2710 ,176 
3468,-,-,5/16/2021,2710 ,176 
3469,-,-,5/24/2021,2710 ,176 
3470,-,-,5/31/2021,2710 ,176 
3471,-,-,05 March 2021,2710 ,176 
3472,-,-,05 April 2021,2710 ,176 
3473,-,-,05 November 2021,2710 ,176 
3474,-,-,05 December 2021,2710 ,176 
3475,-,-,5/19/2021,2710 ,176 
3476,-,-,5/20/2021,2710 ,176 
3477,-,-,5/28/2021,2710 ,176 
3478,-,-,5/29/2021,2710 ,176 
3479,-,-,5/31/2021,2710 ,176 
3480,-,-,5/25/2021,2710 ,176 
3481,-,-,5/26/2021,2710 ,176 
3482,-,-,5/28/2021,2710 ,176 
3483,-,-,5/29/2021,2710 ,176 
3484,-,-,05 April 2021,2710 ,176 
3485,-,-,05 May 2021,2710 ,176 
3486,-,-,05 October 2021,2710 ,176 
3487,-,-,05 November 2021,2710 ,176 
3488,-,-,5/17/2021,2710 ,176 
3489,-,-,5/27/2021,2710 ,176 
3490,-,-,5/28/2021,2710 ,176 
3491,-,-,5/31/2021,2710 ,176 
3492,-,-,05 March 2021,2710 ,176 
3493,-,-,05 April 2021,2710 ,176 
3494,-,-,05 August 2021,2710 ,176 
3495,-,-,05 September 2021,2710 ,176 
3496,-,-,5/15/2021,2710 ,176 
3497,-,-,5/16/2021,2710 ,176 
3498,-,-,5/30/2021,2710 ,176 
3499,-,-,5/31/2021,2710 ,176 
3500,-,-,05 April 2021,2710 ,176 
3501,-,-,05 May 2021,2710 ,176 
3502,-,-,05 November 2021,2710 ,176 
3503,-,-,05 December 2021,2710 ,176 
3504,-,-,5/19/2021,2710 ,176 
3505,-,-,5/20/2021,2710 ,176 
3506,-,-,5/26/2021,2710 ,176 
3507,-,-,5/27/2021,2710 ,176 
3508,-,-,05 March 2021,2710 ,176 
3509,-,-,05 April 2021,2710 ,176 
3510,-,-,05 October 2021,2710 ,176 
3511,-,-,05 November 2021,2710 ,176 
3512,-,-,5/17/2021,2710 ,176 
3513,-,-,05 March 2021,2710 ,176 
3514,-,-,05 April 2021,2710 ,176 
3515,-,-,05 July 2021,2710 ,176 
3516,-,-,05 August 2021,2710 ,176 
3517,-,-,5/14/2021,2710 ,176 
3518,-,-,5/15/2021,2710 ,176 
3519,-,-,5/24/2021,2710 ,176 
3520,-,-,5/25/2021,2710 ,176 
3521,-,-,05 March 2021,2710 ,176 
3522,-,-,05 September 2021,2710 ,176 
3523,-,-,05 October 2021,2710 ,176 
3524,-,-,5/24/2021,2710 ,176 
3525,-,-,5/30/2021,2710 ,176 
3526,-,-,5/31/2021,2710 ,176 
3527,-,-,5/19/2021,2710 ,176 
3528,-,-,5/20/2021,2710 ,176 
3529,-,-,5/21/2021,2710 ,176 
3530,-,-,5/26/2021,2710 ,176 
3531,-,-,5/27/2021,2710 ,176 
3532,-,-,5/31/2021,2710 ,176 
3533,-,-,5/31/2021,2710 ,176 
3534,-,-,05 January 2021,2710 ,176 
3535,-,-,05 February 2021,2710 ,176 
3536,-,-,05 July 2021,2710 ,176 
3537,-,-,05 August 2021,2710 ,176 
3538,-,-,5/14/2021,2710 ,176 
3539,-,-,5/15/2021,2710 ,176 
3540,-,-,5/23/2021,2710 ,176 
3541,-,-,5/24/2021,2710 ,176 
3542,-,-,5/30/2021,2710 ,176 
3543,-,-,5/31/2021,2710 ,176 
3544,-,-,05 January 2021,2710 ,176 
3545,-,-,05 September 2021,2710 ,176 
3546,-,-,5/15/2021,2710 ,176 
3547,-,-,5/16/2021,2710 ,176 
3548,-,-,5/22/2021,2710 ,176 
3549,-,-,5/23/2021,2710 ,176 
3550,-,-,5/30/2021,2710 ,176 
3551,-,-,5/31/2021,2710 ,176 
3552,-,-,05 February 2021,2710 ,176 
3553,-,-,05 March 2021,2710 ,176 
3554,-,-,05 September 2021,2710 ,176 
3555,-,-,05 October 2021,2710 ,176 
3556,-,-,5/15/2021,2710 ,176 
3557,-,-,5/24/2021,2710 ,176 
3558,-,-,5/25/2021,2710 ,176 
3559,-,-,5/26/2021,2710 ,176 
3560,-,-,5/30/2021,2710 ,176 
3561,-,-,05 May 2021,2710 ,176 
3562,-,-,05 June 2021,2710 ,176 
3563,-,-,05 December 2021,2710 ,176 
3564,-,-,5/19/2021,2710 ,176 
3565,-,-,5/20/2021,2710 ,176 
3566,-,-,5/27/2021,2710 ,176 
3567,-,-,05 April 2021,2710 ,176 
3568,-,-,05 July 2021,2710 ,176 
3569,-,-,05 August 2021,2710 ,176 
3570,-,-,5/13/2021,2710 ,176 
3571,-,-,5/14/2021,2710 ,176 
3572,-,-,5/21/2021,2710 ,176 
3573,-,-,5/22/2021,2710 ,176 
3574,-,-,05 January 2021,2710 ,176 
3575,-,-,05 February 2021,2710 ,176 
3576,-,-,05 July 2021,2710 ,176 
3577,-,-,05 April 2021,2710 ,176 
3578,-,-,05 May 2021,2710 ,176 
3579,-,-,05 November 2021,2710 ,176 
3580,-,-,05 December 2021,2710 ,176 
3581,-,-,5/18/2021,2710 ,176 
3582,-,-,5/19/2021,2710 ,176 
3583,-,-,5/27/2021,2710 ,176 
3584,-,-,5/28/2021,2710 ,176 
3585,-,-,05 January 2021,2710 ,176 
3586,-,-,05 July 2021,2710 ,176 
3587,-,-,05 August 2021,2710 ,176 
3588,-,-,5/14/2021,2710 ,176 
3589,-,-,5/15/2021,2710 ,176 
3590,-,-,5/22/2021,2710 ,176 
3591,-,-,5/23/2021,2710 ,176 
3592,-,-,05 May 2021,2710 ,176 
3593,-,-,05 November 2021,2710 ,176 
3594,-,-,5/17/2021,2710 ,176 
3595,-,-,5/18/2021,2710 ,176 
3596,-,-,5/19/2021,2710 ,176 
3597,-,-,5/20/2021,2710 ,176 
3598,-,-,5/25/2021,2710 ,176 
3599,-,-,5/26/2021,2710 ,176 
3600,-,-,5/31/2021,2710 ,176 
3601,-,-,05 February 2021,2710 ,176 
3602,-,-,05 October 2021,2710 ,176 
3603,-,-,5/17/2021,2710 ,176 
3604,-,-,5/18/2021,2710 ,176 
3605,-,-,5/24/2021,2710 ,176 
3606,-,-,5/30/2021,2710 ,176 
3607,-,-,5/31/2021,2710 ,176 
3608,-,-,05 March 2021,2710 ,176 
3609,-,-,05 June 2021,2710 ,176 
3610,-,-,05 July 2021,2710 ,176 
3611,-,-,05 November 2021,2710 ,176 
3612,-,-,05 December 2021,2710 ,176 
3613,-,-,5/18/2021,2710 ,176 
3614,-,-,5/19/2021,2710 ,176 
3615,-,-,5/27/2021,2710 ,176 
3616,-,-,05 January 2021,2710 ,176 
3617,-,-,05 February 2021,2710 ,176 
3618,-,-,05 September 2021,2710 ,176 
3619,-,-,5/15/2021,2710 ,176 
3620,-,-,5/16/2021,2710 ,176 
3621,-,-,5/23/2021,2710 ,176 
3622,-,-,5/24/2021,2710 ,176 
3623,-,-,5/30/2021,2710 ,176 
3624,-,-,5/31/2021,2710 ,176 
3625,-,-,05 March 2021,2710 ,176 
3626,-,-,05 April 2021,2710 ,176 
3627,-,-,05 October 2021,2710 ,176 
3628,-,-,05 November 2021,2710 ,176 
3629,-,-,5/17/2021,2710 ,176 
3630,-,-,5/18/2021,2710 ,176 
3631,-,-,5/27/2021,2710 ,176 
3632,-,-,5/28/2021,2710 ,176 
3633,-,-,5/31/2021,2710 ,176 
3634,-,-,05 January 2021,2710 ,176 
3635,-,-,5/14/2021,2710 ,176 
3636,-,-,5/17/2021,2710 ,176 
3637,-,-,5/18/2021,2710 ,176 
3638,-,-,05 February 2021,2710 ,176 
3639,-,-,05 March 2021,2710 ,176 
3640,-,-,05 October 2021,2710 ,176 
3641,-,-,05 November 2021,2710 ,176 
3642,-,-,5/16/2021,2710 ,176 
3643,-,-,5/17/2021,2710 ,176 
3644,-,-,5/24/2021,2710 ,176 
3645,-,-,5/30/2021,2710 ,176 
3646,-,-,5/31/2021,2710 ,176 
3647,-,-,05 March 2021,2710 ,176 
3648,-,-,05 April 2021,2710 ,176 
3649,-,-,05 October 2021,2710 ,176 
3650,-,-,05 November 2021,2710 ,176 
3651,-,-,05 January 2021,2710 ,176 
3652,-,-,05 July 2021,2710 ,176 
3653,-,-,05 August 2021,2710 ,176 
3654,-,-,5/14/2021,2710 ,176 
3655,-,-,5/15/2021,2710 ,176 
3656,-,-,5/16/2021,2710 ,176 
3657,-,-,5/24/2021,2710 ,176 
3658,-,-,5/25/2021,2710 ,176 
3659,-,-,5/29/2021,2710 ,176 
3660,-,-,5/30/2021,2710 ,176 
